Atualizado em: 2025-08-28
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AAL - AMERICAN AIRLINES, INC.";"0963";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0951";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7845";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"12,9";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7847";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"9";"0";"33,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"0905";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0929";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0995";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7843";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"0";"22,22";"22,22"
"AAL - AMERICAN AIRLINES, INC.";"7849";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7853";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"12,9";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7842";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"10";"0";"20";"20"
"AAL - AMERICAN AIRLINES, INC.";"0904";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0906";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0930";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0950";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"28";"3,57";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0962";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7844";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"22,58";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7846";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"9";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7848";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"41,94";"19,35"
"AAL - AMERICAN AIRLINES, INC.";"7852";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"9,68";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1402";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"8";"37,5";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1404";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"2";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1406";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"31";"12,9";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1408";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"5";"20";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1408";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"8";"75";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1403";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"4";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1408";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"5";"20";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1402";"SNCL";"LORENZO(BA, BRASIL)";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"4";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1403";"SNCL";"LORENZO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"4";"75";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1405";"SNCL";"LORENZO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"1";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1407";"SNCL";"LORENZO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"31";"12,9";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1409";"SNCL";"LORENZO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"13";"46,15";"0";"0"
"ACA - AIR CANADA";"0096";"CYUL";"MONTRÉAL-PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT(CANADÁ)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"0";"0"
"ACA - AIR CANADA";"0090";"CYYZ";"TORONTO PEARSON INTERNATIONAL AIRPORT(CANADÁ)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"ACA - AIR CANADA";"0091";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"0";"0"
"ACA - AIR CANADA";"6499";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"16";"0";"3,23";"3,23"
"ACA - AIR CANADA";"6512";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"3,33"
"ACA - AIR CANADA";"6517";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"3,33"
"ACA - AIR CANADA";"6503";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"16";"1,61";"11,29";"1,61"
"ACA - AIR CANADA";"6510";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"12,9";"0"
"ACA - AIR CANADA";"6495";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"ACA - AIR CANADA";"6498";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"1,75";"1,75"
"ACA - AIR CANADA";"9821";"SBFI";"CATARATAS(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"16,13";"6,45"
"ACA - AIR CANADA";"6496";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"16";"0";"6,45";"3,23"
"ACA - AIR CANADA";"0090";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"18";"0";"0";"0"
"ACA - AIR CANADA";"0091";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"CYYZ";"TORONTO PEARSON INTERNATIONAL AIRPORT(CANADÁ)";"31";"0";"0";"0"
"ACA - AIR CANADA";"0097";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"CYUL";"MONTRÉAL-PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT(CANADÁ)";"18";"0";"0";"0"
"ACA - AIR CANADA";"6494";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"ACA - AIR CANADA";"6501";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"23";"0";"6,67";"2,22"
"ACA - AIR CANADA";"6508";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"0";"9,68";"0"
"ACA - AIR CANADA";"6511";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"27";"0";"11,11";"3,7"
"ACA - AIR CANADA";"6515";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"0";"3,45";"0"
"ACA - AIR CANADA";"6518";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"ACA - AIR CANADA";"6520";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"15";"1,64";"4,92";"1,64"
"ACA - AIR CANADA";"6521";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"19";"0";"8,62";"1,72"
"ACA - AIR CANADA";"9809";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"3,33";"3,33"
"ACA - AIR CANADA";"9814";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"31";"0";"16,13";"3,23"
"ACA - AIR CANADA";"9819";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"31";"0";"9,68";"6,45"
"ACA - AIR CANADA";"9822";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"31";"0";"3,23";"0"
"ACA - AIR CANADA";"9826";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"31";"3,23";"6,45";"3,23"
"ACA - AIR CANADA";"9828";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"31";"3,23";"12,9";"3,23"
"ACA - AIR CANADA";"9839";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"31";"0";"6,45";"3,23"
"ACA - AIR CANADA";"6502";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"24";"0";"12,77";"6,38"
"ACA - AIR CANADA";"6514";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"3";"0";"16,67";"16,67"
"ACA - AIR CANADA";"6505";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"6,45";"3,23"
"ACA - AIR CANADA";"6497";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"1,72";"6,9";"1,72"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5199";"SBAQ";"BARTOLOMEU DE GUSMÃO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"27";"14,81";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5217";"SBAQ";"BARTOLOMEU DE GUSMÃO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"12,9";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5320";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBMD";"MONTE DOURADO(PA, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5325";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNSM";"SALINÓPOLIS(PA, BRASIL)";"8";"25";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5329";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBTU";"TUCURUÍ(PA, BRASIL)";"10";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5337";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNEB";"AERODROMO DE PARAGOMINAS(PA, BRASIL)";"10";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5581";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNMZ";"PORTO DE MOZ(PA, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5581";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SNVS";"BREVES(PA, BRASIL)";"9";"33,33";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5108";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBCJ";"CARAJÁS(PA, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5341";"SBBW";"BARRA DO GARÇAS(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"22";"13,64";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"Z5341";"SBBW";"BARRA DO GARÇAS(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"1";"100";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5710";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNSS";"SALINAS(MG, BRASIL)";"3";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5148";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"27";"22,22";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5164";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"26";"15,38";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5166";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"8";"12,5";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5168";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"23";"26,09";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5170";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"31";"12,9";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5172";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"4";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5182";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNLN";"AERÓDROMO MUNICIPAL DE LINHARES(ES, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5194";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNJM";"AEROPORTO ELIAS BREDER(MG, BRASIL)";"10";"10";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5247";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNTO";"JUSCELINO KUBITSCHECK(MG, BRASIL)";"17";"5,88";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5252";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBVG";"MAJOR BRIGADEIRO TROMPOWSKY(MG, BRASIL)";"14";"14,29";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5258";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNZR";"PARACATU(MG, BRASIL)";"9";"22,22";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"Z5168";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"4";"100";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5112";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNSS";"SALINAS(MG, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5128";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"27";"11,11";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5109";"SBCJ";"CARAJÁS(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5110";"SBCJ";"CARAJÁS(PA, BRASIL)";"SDOW";"OURILÂNDIA DO NORTE(PA, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5415";"SBCT";"AFONSO PENA(PR, BRASIL)";"SSUM";"ORLANDO DE CARVALHO(PR, BRASIL)";"13";"7,69";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5417";"SBCT";"AFONSO PENA(PR, BRASIL)";"SSGY";"GUAÍRA(PR, BRASIL)";"14";"14,29";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5443";"SBCT";"AFONSO PENA(PR, BRASIL)";"SSUV";"JOSÉ CLETO(PR, BRASIL)";"10";"40";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5444";"SBCT";"AFONSO PENA(PR, BRASIL)";"SSVL";"TELÊMACO BORBA (SBTL*)(PR, BRASIL)";"13";"53,85";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5340";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBBW";"BARRA DO GARÇAS(MT, BRASIL)";"23";"13,04";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5204";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBJI";"JI-PARANÁ(RO, BRASIL)";"4";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5123";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SSOU";"ARIPUANÃ(MT, BRASIL)";"23";"13,04";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5315";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWBR";"BORBA(AM, BRASIL)";"8";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5317";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWMW";"MAUÉS(AM, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5342";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWLB";"LÁBREA(AM, BRASIL)";"8";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5300";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBTF";"TEFÉ(AM, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5311";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SWKO";"COARI(AM, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5313";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBMY";"MANICORÉ(AM, BRASIL)";"9";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5204";"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"4";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5205";"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"4";"0";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5145";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"19,35";"0";"0"
"ACN - AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"5147";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"14";"21,43";"0";"0"
