Atualizado em: 2025-08-28
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6509";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"16";"0";"3,13";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6514";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"25";"25"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6519";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"11,11";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6522";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"3,33"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6528";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"3,33";"3,33"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6529";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"22";"0";"4,55";"4,55"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6529";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"3,23";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6537";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6206";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"6,45";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6500";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"4";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6500";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"3,03";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"3,85";"3,85"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"7,69";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6551";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"7,69";"3,85"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6553";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"3,23";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6555";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"7,69";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6515";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"3,7";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6520";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"12,9";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6537";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"3,23";"12,9";"9,68"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6538";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"3,23";"12,9";"9,68"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6540";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"3,23";"6,45";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6500";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"12,9";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6501";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6502";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"14";"3,7";"11,11";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6504";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"2,86";"14,29";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6507";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"23";"0";"8,7";"4,35"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6516";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6517";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"3,7";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6503";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6561";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"2";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6184";"SBFI";"CATARATAS(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"16,13";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6510";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"6,67";"3,33"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6512";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6515";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6523";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"6,45";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6524";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"6,67";"3,33"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6525";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"11";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6530";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6537";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"8";"0";"12,5";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6537";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"1";"0";"100";"100"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6539";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"4";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6542";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"7";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6544";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"0";"10";"3,33"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6500";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"20";"0";"15";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6504";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"1";"0";"50";"50"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6504";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"26";"3,85";"11,54";"3,85"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"10";"0";"10";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6545";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"26";"3,85";"11,54";"3,85"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6546";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"20";"0";"7,69";"2,56"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6547";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"22";"4,55";"18,18";"9,09"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6551";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"0";"7,69";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6552";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"31";"0";"6,45";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6554";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"24";"0";"8,33";"4,17"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6555";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"31";"3,23";"12,9";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6560";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"15";"0";"20";"6,67"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6566";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"16";"0";"12,5";"6,25"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6183";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"31";"0";"16,13";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"4";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6508";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"4";"0";"25";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6510";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"3,23";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6511";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"4";"25";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6511";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"3,45";"3,45";"3,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6512";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6512";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"27";"0";"18,52";"7,41"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6513";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"31";"0";"12,9";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6514";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"12,9";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6518";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"27";"0";"11,11";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6519";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"23";"13,04";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6521";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"0";"6,45";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6525";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"27";"0";"3,7";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6526";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"30";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6527";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"0";"9,68";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6529";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"29";"0";"12,07";"1,72"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6530";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"12";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6531";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"28";"0";"7,14";"3,57"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6532";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6533";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6534";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6542";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6185";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"27";"0";"3,7";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6197";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"27";"0";"3,7";"3,7"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6198";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"23";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6205";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"16,13";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6213";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"7,41";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6219";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"27";"0";"3,7";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6225";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"31";"0";"6,45";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6501";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"14";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6502";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"22";"0";"9,09";"4,55"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6504";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"12,9";"6,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6505";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6505";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"3,23";"3,23"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6505";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"3,45";"3,45";"3,45"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6506";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"27";"18,52";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6506";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"3";"0";"0";"0"
"AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.";"6507";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"12,9";"6,45"
